1	0.1652802183281574	0.2170612994917723	0.0814940336118279	0.1637432525602488
1	0.1111683798871443	0.2381858705949295	0.0592078567298017	0.1141226841585147
1	0.0796875	0.271875	0.040625	0.05625
1	0.0546875	0.29140625	0.0875	0.0171875
1	0.06640625	0.15625	0.1328125	0.221875
0	0.18984375	0.65	0.3796875	0.7
0	0.5	0.4875	0.240625	0.375
0	0.7632521447158919	0.6934326256448399	0.3804063774900484	0.2310342522778999
0	0.68984375	0.87265625	0.4640625	0.2546875
0	0.67578125	0.46875	0.2890625	0.3375
0	0.46015625	0.77421875	0.1609375	0.4515625
0	0.5655428620926471	0.8369719810900383	0.1996948883644632	0.2719491366622936
