0	9	0.1609375	0.33515625	0.321875	0.2296875
1	9	0.51015625	0.34609375	0.4171875	0.2078125
2	9	0.17734375	0.03828125	0.3359375	0.0765625
3	9	0.53125	0.05546875	0.375	0.1109375
4	8	0.859375	0.3109375	0.28125	0.278125
5	8	0.859375	0.12734375	0.28125	0.2515625
6	8	0.4591873198840785	0.7158142556291898	0.4381081081528732	0.22493480880369
7	8	0.18671875	0.96875	0.2734375	0.0625
8	8	0.168151999168816	0.8904325209219632	0.3282312666388258	0.1275818345574453
9	8	0.323469829867374	0.6433338645632641	0.3557356281194643	0.3391570633456179
10	8	0.109375	0.59375	0.21875	0.2875
11	9	0.9078125	0.921875	0.184375	0.15625
12	9	0.76171875	0.87265625	0.0859375	0.2421875
13	9	0.903125	0.5609375	0.19375	0.19375
14	9	0.94609375	0.675	0.1078125	0.171875
