1	9	0.5911198994591784	0.448367900096545	0.1620810380191358	0.1478797611478647
2	9	0.49765625	0.28203125	0.0578125	0.1859375
3	9	0.5937352028355323	0.1952646794296402	0.1425800329000631	0.1077246547112475
4	9	0.41640625	0.91875	0.1046875	0.153125
5	9	0.3393924944781036	0.860485851821915	0.15552095760961	0.1443177185732178
6	9	0.3046875	0.73046875	0.190625	0.0828125
7	9	0.140625	0.71796875	0.203125	0.0578125
8	9	0.2054221253305376	0.7876160703951328	0.1550558369953213	0.1396302185732178
9	9	0.1125	0.95078125	0.2125	0.0984375
10	9	0.1213462243757221	0.876508961612727	0.1620931359715068	0.1323640217915265
11	9	0.30078125	0.95234375	0.1703125	0.0953125
12	9	0.02109375	0.9140625	0.0421875	0.1375
13	9	0.034375	0.82890625	0.06875	0.0859375
14	9	0.075	0.753125	0.15	0.128125
15	8	0.57109375	0.89140625	0.2046875	0.2171875
