8	0.553125	0.4015625	0.21953125	0.12734375
8	0.859375	0.515625	0.1875	0.11328125
8	0.16796875	0.29609375	0.17265625	0.0875
8	0.31484375	0.35859375	0.18515625	0.10390625
8	0.1546875	0.41328125	0.15390625	0.096875
8	0.653125	0.55390625	0.21875	0.128125
8	0.85390625	0.65703125	0.20390625	0.115625
8	0.3078125	0.4890625	0.1765625	0.1109375
8	0.6359375	0.70234375	0.22421875	0.1125
8	0.8078125	0.7875	0.20078125	0.1109375
8	0.58515625	0.82265625	0.19296875	0.11015625
8	0.3296875	0.59296875	0.20078125	0.0890625
8	0.459375	0.73828125	0.17890625	0.1015625
8	0.27578125	0.67890625	0.18359375	0.0875
8	0.71640625	0.90234375	0.24765625	0.0921875
