14	0.3703125	0.31796875	0.15703125	0.1546875
14	0.56484375	0.19453125	0.15	0.1265625
14	0.48046875	0.534375	0.090625	0.196875
14	0.3390625	0.5890625	0.08828125	0.13828125
14	0.24609375	0.47265625	0.078125	0.09296875
14	0.6734375	0.1953125	0.0578125	0.1125
14	0.6296875	0.38828125	0.0734375	0.1078125
14	0.7296875	0.7640625	0.09375	0.08203125
14	0.6125	0.87578125	0.07109375	0.09375
14	0.6890625	0.87578125	0.06015625	0.065625
14	0.48125	0.72734375	0.0765625	0.10546875
14	0.33359375	0.8984375	0.08828125	0.0484375
14	0.615625	0.2921875	0.0875	0.06328125
14	0.7453125	0.378125	0.046875	0.11015625
