0	53	0.3609375	0.50234375	0.146875	0.0734375
1	53	0.4771434334007995	0.2069593211308544	0.1562167797373264	0.1622947358567455
2	53	0.484375	0.36953125	0.209375	0.2796875
3	57	0.7212541180447947	0.2248650380609987	0.2100654760284246	0.2403999363558597
4	57	0.7233909073930593	0.4139794598580121	0.1881152329258298	0.2072536830280945
5	57	0.8534767978275495	0.3001802034102777	0.1402442989592032	0.2432109825289803
6	57	0.61640625	0.2078125	0.0546875	0.140625
7	55	0.38515625	0.63515625	0.4078125	0.1921875
8	55	0.29453125	0.76953125	0.5890625	0.4609375
9	57	0.68984375	0.67421875	0.2015625	0.2703125
10	57	0.71484375	0.890625	0.2515625	0.21875
11	57	0.8234375	0.6796875	0.23125	0.28125
12	57	0.86796875	0.87734375	0.2640625	0.2453125
