0	2	0.371875	0.025	0.090625	0.05
1	2	0.2777502678536122	0.1162060777257563	0.0782534594149211	0.0991027412245113
2	2	0.3796264135515411	0.131219660795282	0.0812693652591196	0.0929436694377567
3	2	0.0858900503210162	0.1405481628403461	0.0717852711033183	0.0864208847980206
4	2	0.1086496659871731	0.0562497191876945	0.059257997564368	0.0844946719450392
5	2	0.0171875	0.12578125	0.034375	0.0796875
6	2	0.01875	0.1296875	0.0375	0.0875
7	2	0.4421875	0.02109375	0.059375	0.0421875
8	2	0.4625	0.175	0.0625	0.0875
9	2	0.48828125	0.10234375	0.0421875	0.1171875
10	5	0.7546875	0.109375	0.490625	0.21875
11	2	0.2546875	0.584375	0.509375	0.73125
12	5	0.7546875	0.609375	0.490625	0.78125
